,Rk,School,Conference,AP Rank,Year,Wins,Loses,Ties,OSRS,DSRS,SRS,Offensive Scoring,Defensive Scoring,Offensive Passing,Offensive Rushing,Defensive Rushing
0,1.0,133.0,55.0,0.0,1935.0,8.0,0.0,0.0,13.75,7.04,20.79,36.04,-5.87,0.0,0.0,0.0
1,2.0,158.0,55.0,0.0,1935.0,7.0,1.0,0.0,14.23,6.02,20.25,43.28,-5.42,0.0,0.0,0.0
2,3.0,180.0,45.0,0.0,1935.0,12.0,1.0,0.0,8.38,10.4,18.78,32.95,-8.65,0.0,0.0,0.0
3,4.0,57.0,47.0,0.0,1935.0,8.0,2.0,0.0,9.63,8.02,17.65,33.89,-8.12,0.0,0.0,0.0
4,5.0,105.0,41.0,0.0,1935.0,9.0,2.0,0.0,6.99,10.65,17.64,32.99,-11.31,0.0,0.0,0.0
5,6.0,12.0,41.0,0.0,1935.0,8.0,2.0,0.0,8.19,9.34,17.53,32.75,-9.68,0.0,0.0,0.0
6,7.0,204.0,45.0,0.0,1935.0,12.0,1.0,0.0,10.81,6.65,17.46,32.71,-5.84,0.0,0.0,0.0
7,8.0,147.0,47.0,0.0,1935.0,8.0,1.0,0.0,11.37,6.08,17.44,41.56,-4.67,0.0,0.0,0.0
8,9.0,172.0,24.0,0.0,1935.0,9.0,0.0,0.0,10.1,7.2,17.3,35.1,-7.21,0.0,0.0,0.0
9,10.0,196.0,35.0,0.0,1935.0,8.0,1.0,0.0,5.34,11.65,16.98,26.88,-11.23,0.0,0.0,0.0
10,11.0,2.0,41.0,0.0,1935.0,6.0,2.0,1.0,7.74,8.39,16.14,33.06,-8.82,0.0,0.0,0.0
11,12.0,156.0,24.0,0.0,1935.0,7.0,1.0,1.0,8.74,7.32,16.06,29.44,-7.76,0.0,0.0,0.0
12,13.0,131.0,24.0,0.0,1935.0,6.0,2.0,0.0,9.03,5.64,14.66,34.49,-4.39,0.0,0.0,0.0
13,14.0,120.0,24.0,0.0,1935.0,7.0,1.0,0.0,10.85,3.4,14.26,33.17,-3.51,0.0,0.0,0.0
14,15.0,26.0,35.0,0.0,1935.0,9.0,1.0,0.0,4.39,9.79,14.18,28.0,-7.25,0.0,0.0,0.0
15,16.0,215.0,35.0,0.0,1935.0,8.0,2.0,0.0,8.69,4.62,13.31,29.87,-3.93,0.0,0.0,0.0
16,17.0,140.0,11.0,0.0,1935.0,6.0,2.0,1.0,8.4,4.85,13.25,28.81,-4.08,0.0,0.0,0.0
17,18.0,177.0,45.0,0.0,1935.0,8.0,3.0,0.0,8.51,4.09,12.6,31.13,-3.71,0.0,0.0,0.0
18,19.0,168.0,24.0,0.0,1935.0,7.0,1.0,2.0,3.44,8.58,12.03,24.59,-7.38,0.0,0.0,0.0
19,20.0,182.0,24.0,0.0,1935.0,5.0,2.0,2.0,3.82,7.83,11.64,24.72,-6.17,0.0,0.0,0.0
20,21.0,75.0,41.0,0.0,1935.0,6.0,4.0,0.0,6.84,4.63,11.47,30.39,-5.48,0.0,0.0,0.0
21,22.0,228.0,35.0,0.0,1935.0,5.0,3.0,0.0,5.46,5.96,11.42,26.13,-5.85,0.0,0.0,0.0
22,23.0,221.0,41.0,0.0,1935.0,7.0,3.0,0.0,6.31,5.06,11.37,29.61,-5.43,0.0,0.0,0.0
23,24.0,96.0,55.0,0.0,1935.0,4.0,2.0,2.0,4.62,6.72,11.34,27.85,-5.15,0.0,0.0,0.0
24,25.0,104.0,41.0,0.0,1935.0,5.0,4.0,0.0,6.22,4.76,10.98,32.25,-5.99,0.0,0.0,0.0
25,26.0,199.0,24.0,0.0,1935.0,7.0,3.0,0.0,6.13,4.64,10.78,28.93,-4.63,0.0,0.0,0.0
26,27.0,11.0,24.0,0.0,1935.0,6.0,2.0,1.0,5.75,4.71,10.47,30.84,-3.67,0.0,0.0,0.0
27,28.0,7.0,7.0,0.0,1935.0,7.0,2.0,0.0,6.37,3.27,9.64,31.43,-1.31,0.0,0.0,0.0
28,29.0,154.0,55.0,0.0,1935.0,4.0,3.0,1.0,4.38,5.0,9.37,25.16,-4.6,0.0,0.0,0.0
29,30.0,72.0,24.0,0.0,1935.0,8.0,1.0,0.0,5.78,3.56,9.35,32.56,-1.47,0.0,0.0,0.0
30,31.0,134.0,41.0,0.0,1935.0,8.0,3.0,0.0,5.33,3.75,9.07,27.44,-4.1,0.0,0.0,0.0
31,32.0,68.0,24.0,0.0,1935.0,6.0,1.0,2.0,2.26,6.19,8.46,23.73,-3.9,0.0,0.0,0.0
32,33.0,145.0,24.0,0.0,1935.0,7.0,1.0,0.0,8.23,0.19,8.42,32.24,3.62,0.0,0.0,0.0
33,34.0,222.0,24.0,0.0,1935.0,7.0,2.0,0.0,7.27,1.04,8.31,28.62,1.23,0.0,0.0,0.0
34,35.0,159.0,11.0,0.0,1935.0,6.0,3.0,0.0,1.66,6.16,7.83,21.23,-5.37,0.0,0.0,0.0
35,36.0,50.0,24.0,0.0,1935.0,8.0,2.0,0.0,5.29,2.47,7.76,35.75,-0.96,0.0,0.0,0.0
36,37.0,9.0,45.0,0.0,1935.0,5.0,5.0,0.0,5.05,2.48,7.53,27.82,-1.89,0.0,0.0,0.0
37,38.0,139.0,24.0,0.0,1935.0,5.0,4.0,0.0,5.32,2.03,7.35,27.23,-3.06,0.0,0.0,0.0
38,39.0,173.0,55.0,0.0,1935.0,4.0,4.0,0.0,1.23,6.11,7.35,22.06,-5.4,0.0,0.0,0.0
39,40.0,167.0,24.0,0.0,1935.0,4.0,4.0,0.0,6.29,1.06,7.34,34.07,-0.71,0.0,0.0,0.0
40,41.0,79.0,41.0,0.0,1935.0,5.0,5.0,0.0,6.37,0.9,7.27,30.49,-2.47,0.0,0.0,0.0
41,42.0,185.0,24.0,0.0,1935.0,5.0,3.0,0.0,3.37,3.78,7.15,23.2,-1.42,0.0,0.0,0.0
42,43.0,211.0,41.0,0.0,1935.0,6.0,4.0,0.0,4.44,2.7,7.14,27.87,-1.64,0.0,0.0,0.0
43,44.0,162.0,41.0,0.0,1935.0,9.0,3.0,0.0,5.3,1.59,6.88,32.37,-0.19,0.0,0.0,0.0
44,45.0,187.0,24.0,0.0,1935.0,3.0,6.0,0.0,2.35,4.54,6.88,22.46,-3.96,0.0,0.0,0.0
45,46.0,244.0,24.0,0.0,1935.0,6.0,3.0,0.0,5.41,1.4,6.81,29.69,-1.76,0.0,0.0,0.0
46,47.0,163.0,35.0,0.0,1935.0,6.0,3.0,0.0,0.37,6.12,6.5,19.72,-4.71,0.0,0.0,0.0
47,48.0,243.0,24.0,0.0,1935.0,6.0,3.0,0.0,1.12,5.25,6.37,24.94,-3.12,0.0,0.0,0.0
48,49.0,41.0,24.0,0.0,1935.0,5.0,3.0,0.0,2.88,3.47,6.35,27.54,-1.29,0.0,0.0,0.0
49,50.0,15.0,45.0,0.0,1935.0,8.0,3.0,0.0,-0.38,6.19,5.81,20.43,-3.99,0.0,0.0,0.0
50,51.0,92.0,55.0,0.0,1935.0,3.0,5.0,0.0,-1.6,7.24,5.64,18.3,-7.82,0.0,0.0,0.0
51,52.0,164.0,35.0,0.0,1935.0,6.0,4.0,1.0,3.99,1.48,5.47,24.62,0.97,0.0,0.0,0.0
52,53.0,230.0,30.0,0.0,1935.0,6.0,4.0,0.0,8.41,-3.05,5.37,28.55,5.62,0.0,0.0,0.0
53,54.0,94.0,55.0,0.0,1935.0,4.0,3.0,1.0,-0.71,5.74,5.03,19.4,-5.14,0.0,0.0,0.0
54,55.0,38.0,47.0,0.0,1935.0,6.0,3.0,0.0,4.87,0.11,4.98,27.34,0.86,0.0,0.0,0.0
55,56.0,55.0,24.0,0.0,1935.0,6.0,3.0,0.0,3.24,1.74,4.98,27.37,1.08,0.0,0.0,0.0
56,57.0,216.0,35.0,0.0,1935.0,5.0,7.0,0.0,4.26,0.53,4.79,25.18,0.59,0.0,0.0,0.0
57,58.0,202.0,45.0,0.0,1935.0,4.0,6.0,0.0,7.16,-2.44,4.72,28.84,3.18,0.0,0.0,0.0
58,59.0,203.0,45.0,0.0,1935.0,3.0,7.0,0.0,3.31,1.26,4.57,24.7,-1.12,0.0,0.0,0.0
59,60.0,231.0,35.0,0.0,1935.0,5.0,3.0,1.0,2.64,1.52,4.16,24.65,0.8,0.0,0.0,0.0
60,61.0,30.0,24.0,0.0,1935.0,6.0,5.0,0.0,1.03,2.88,3.91,20.88,-2.6,0.0,0.0,0.0
61,62.0,130.0,55.0,0.0,1935.0,4.0,4.0,0.0,1.29,2.03,3.32,22.58,0.2,0.0,0.0,0.0
62,63.0,200.0,41.0,0.0,1935.0,4.0,5.0,0.0,4.37,-1.11,3.26,25.23,-0.7,0.0,0.0,0.0
63,64.0,101.0,11.0,0.0,1935.0,4.0,4.0,1.0,1.96,1.19,3.15,24.43,2.13,0.0,0.0,0.0
64,65.0,220.0,40.0,0.0,1935.0,5.0,2.0,1.0,2.78,0.17,2.95,25.25,4.22,0.0,0.0,0.0
65,66.0,219.0,40.0,0.0,1935.0,4.0,3.0,1.0,4.48,-1.78,2.71,27.55,3.8,0.0,0.0,0.0
66,67.0,42.0,40.0,0.0,1935.0,5.0,4.0,0.0,-0.03,2.18,2.15,22.39,-0.49,0.0,0.0,0.0
67,68.0,122.0,47.0,0.0,1935.0,7.0,2.0,2.0,0.21,1.8,2.01,19.75,0.83,0.0,0.0,0.0
68,69.0,149.0,47.0,0.0,1935.0,6.0,4.0,0.0,-1.27,3.24,1.97,18.6,-1.54,0.0,0.0,0.0
69,70.0,116.0,24.0,0.0,1935.0,6.0,5.0,0.0,0.27,1.67,1.95,22.57,0.27,0.0,0.0,0.0
70,71.0,35.0,55.0,0.0,1935.0,4.0,4.0,0.0,3.62,-1.97,1.65,23.95,3.54,0.0,0.0,0.0
71,72.0,58.0,24.0,0.0,1935.0,6.0,3.0,0.0,-0.54,2.1,1.56,19.09,-0.52,0.0,0.0,0.0
72,73.0,136.0,11.0,0.0,1935.0,3.0,3.0,3.0,-1.03,2.55,1.52,20.32,-0.21,0.0,0.0,0.0
73,74.0,144.0,7.0,0.0,1935.0,7.0,1.0,2.0,0.51,1.0,1.51,24.27,1.44,0.0,0.0,0.0
74,75.0,102.0,11.0,0.0,1935.0,2.0,4.0,3.0,-4.31,5.51,1.2,15.94,-4.41,0.0,0.0,0.0
75,76.0,73.0,24.0,0.0,1935.0,6.0,3.0,0.0,0.54,0.23,0.76,23.28,4.44,0.0,0.0,0.0
76,77.0,197.0,24.0,0.0,1935.0,6.0,1.0,1.0,-0.89,0.94,0.04,18.86,1.85,0.0,0.0,0.0
77,78.0,98.0,11.0,0.0,1935.0,2.0,4.0,3.0,-0.48,0.07,-0.41,18.54,1.88,0.0,0.0,0.0
78,79.0,166.0,24.0,0.0,1935.0,4.0,4.0,0.0,-1.17,0.47,-0.7,17.31,1.09,0.0,0.0,0.0
79,80.0,56.0,30.0,0.0,1935.0,4.0,4.0,2.0,0.77,-1.79,-1.03,20.68,12.31,0.0,0.0,0.0
80,81.0,86.0,24.0,0.0,1935.0,3.0,5.0,0.0,-1.99,0.93,-1.06,20.93,0.45,0.0,0.0,0.0
81,82.0,63.0,41.0,0.0,1935.0,3.0,7.0,0.0,0.64,-1.86,-1.22,22.09,2.12,0.0,0.0,0.0
82,83.0,29.0,24.0,0.0,1935.0,2.0,5.0,1.0,-5.34,4.01,-1.33,14.24,-2.28,0.0,0.0,0.0
83,84.0,51.0,24.0,0.0,1935.0,4.0,3.0,2.0,-2.5,1.02,-1.48,16.69,-0.14,0.0,0.0,0.0
84,85.0,225.0,47.0,0.0,1935.0,4.0,3.0,2.0,-4.22,2.37,-1.85,14.7,-0.39,0.0,0.0,0.0
85,86.0,233.0,24.0,0.0,1935.0,3.0,4.0,2.0,-0.01,-1.88,-1.89,22.5,4.14,0.0,0.0,0.0
86,87.0,80.0,24.0,0.0,1935.0,5.0,4.0,1.0,-0.07,-1.87,-1.94,19.97,4.93,0.0,0.0,0.0
87,88.0,207.0,7.0,0.0,1935.0,5.0,3.0,2.0,-3.65,1.55,-2.1,14.84,0.41,0.0,0.0,0.0
88,89.0,181.0,24.0,0.0,1935.0,5.0,6.0,0.0,-0.61,-1.59,-2.2,21.9,3.62,0.0,0.0,0.0
89,90.0,212.0,30.0,0.0,1935.0,3.0,6.0,1.0,-3.91,1.5,-2.41,15.44,-0.78,0.0,0.0,0.0
90,91.0,22.0,24.0,0.0,1935.0,6.0,3.0,0.0,-5.81,3.27,-2.55,11.38,2.17,0.0,0.0,0.0
91,92.0,226.0,24.0,0.0,1935.0,2.0,7.0,0.0,-2.99,0.12,-2.87,16.57,-1.16,0.0,0.0,0.0
92,93.0,143.0,7.0,0.0,1935.0,6.0,4.0,0.0,-0.26,-2.9,-3.16,21.4,6.27,0.0,0.0,0.0
93,94.0,90.0,35.0,0.0,1935.0,2.0,7.0,0.0,-4.37,0.96,-3.41,15.33,0.55,0.0,0.0,0.0
94,95.0,54.0,40.0,0.0,1935.0,6.0,3.0,0.0,-0.27,-3.21,-3.48,17.6,5.7,0.0,0.0,0.0
95,96.0,137.0,35.0,0.0,1935.0,1.0,5.0,2.0,-2.77,-0.95,-3.72,17.62,3.49,0.0,0.0,0.0
96,97.0,37.0,24.0,0.0,1935.0,4.0,3.0,1.0,-3.21,-1.04,-4.25,15.65,4.49,0.0,0.0,0.0
97,98.0,74.0,24.0,0.0,1935.0,4.0,4.0,0.0,-5.75,1.19,-4.56,12.21,1.25,0.0,0.0,0.0
98,99.0,46.0,24.0,0.0,1935.0,4.0,4.0,1.0,-3.08,-1.6,-4.67,16.03,2.76,0.0,0.0,0.0
99,100.0,229.0,47.0,0.0,1935.0,3.0,4.0,1.0,-4.92,-0.19,-5.11,14.32,1.4,0.0,0.0,0.0
100,101.0,240.0,55.0,0.0,1935.0,1.0,7.0,0.0,-1.14,-4.38,-5.52,19.7,7.45,0.0,0.0,0.0
101,102.0,224.0,47.0,0.0,1935.0,2.0,7.0,1.0,-4.21,-1.94,-6.15,15.71,8.33,0.0,0.0,0.0
102,103.0,239.0,24.0,0.0,1935.0,3.0,4.0,3.0,-5.2,-1.02,-6.22,15.73,4.16,0.0,0.0,0.0
103,104.0,45.0,40.0,0.0,1935.0,3.0,4.0,1.0,-5.13,-1.11,-6.25,12.1,2.68,0.0,0.0,0.0
104,105.0,191.0,47.0,0.0,1935.0,3.0,7.0,0.0,-2.9,-3.59,-6.49,18.11,9.43,0.0,0.0,0.0
105,106.0,115.0,24.0,0.0,1935.0,2.0,6.0,1.0,-4.62,-2.61,-7.23,15.95,4.78,0.0,0.0,0.0
106,107.0,126.0,24.0,0.0,1935.0,4.0,5.0,0.0,-4.85,-2.39,-7.24,14.73,6.06,0.0,0.0,0.0
107,108.0,49.0,30.0,0.0,1935.0,3.0,5.0,1.0,-6.16,-1.2,-7.36,12.02,2.9,0.0,0.0,0.0
108,109.0,242.0,40.0,0.0,1935.0,4.0,4.0,0.0,-6.36,-1.0,-7.36,12.61,3.89,0.0,0.0,0.0
109,110.0,223.0,47.0,0.0,1935.0,1.0,5.0,4.0,-6.96,-0.72,-7.69,12.56,5.96,0.0,0.0,0.0
110,111.0,178.0,24.0,0.0,1935.0,3.0,3.0,3.0,-6.72,-1.56,-8.29,11.09,5.27,0.0,0.0,0.0
111,112.0,151.0,7.0,0.0,1935.0,3.0,3.0,3.0,-8.2,-1.01,-9.21,14.69,4.16,0.0,0.0,0.0
112,113.0,32.0,24.0,0.0,1935.0,1.0,7.0,1.0,-3.43,-6.3,-9.73,16.79,8.23,0.0,0.0,0.0
113,114.0,227.0,30.0,0.0,1935.0,4.0,6.0,0.0,-4.53,-5.25,-9.78,13.5,8.91,0.0,0.0,0.0
114,115.0,13.0,40.0,0.0,1935.0,4.0,4.0,0.0,-4.77,-5.3,-10.07,14.63,8.39,0.0,0.0,0.0
115,116.0,8.0,7.0,0.0,1935.0,2.0,5.0,1.0,-8.57,-1.88,-10.45,10.67,0.63,0.0,0.0,0.0
116,117.0,43.0,40.0,0.0,1935.0,4.0,3.0,1.0,-7.26,-3.46,-10.72,9.88,6.2,0.0,0.0,0.0
117,118.0,160.0,30.0,0.0,1935.0,3.0,7.0,0.0,-4.96,-6.04,-10.99,14.46,9.37,0.0,0.0,0.0
118,119.0,171.0,24.0,0.0,1935.0,2.0,7.0,0.0,-6.06,-5.56,-11.62,13.73,7.65,0.0,0.0,0.0
119,120.0,83.0,30.0,0.0,1935.0,3.0,5.0,1.0,-4.95,-7.62,-12.57,11.9,13.24,0.0,0.0,0.0
120,121.0,48.0,24.0,0.0,1935.0,0.0,6.0,1.0,-2.58,-11.15,-13.73,17.48,16.85,0.0,0.0,0.0
121,122.0,152.0,40.0,0.0,1935.0,4.0,3.0,0.0,-8.75,-5.06,-13.81,9.85,9.48,0.0,0.0,0.0
122,123.0,189.0,41.0,0.0,1935.0,2.0,7.0,0.0,-8.52,-6.54,-15.06,11.76,12.85,0.0,0.0,0.0
123,124.0,138.0,40.0,0.0,1935.0,2.0,6.0,1.0,-10.29,-5.92,-16.21,7.95,10.98,0.0,0.0,0.0
124,125.0,21.0,24.0,0.0,1935.0,1.0,8.0,0.0,-9.58,-8.48,-18.06,10.18,12.84,0.0,0.0,0.0
125,126.0,237.0,40.0,0.0,1935.0,1.0,6.0,0.0,-7.93,-12.74,-20.67,10.35,15.9,0.0,0.0,0.0
126,127.0,44.0,40.0,0.0,1935.0,1.0,6.0,0.0,-10.44,-10.61,-21.05,9.06,24.79,0.0,0.0,0.0
127,128.0,217.0,7.0,0.0,1935.0,1.0,8.0,0.0,-12.26,-9.81,-22.07,5.53,17.34,0.0,0.0,0.0
128,1.0,133.0,55.0,1.0,1936.0,7.0,1.0,0.0,12.65,11.96,24.61,40.52,-12.44,0.0,0.0,0.0
129,2.0,168.0,24.0,3.0,1936.0,8.0,1.0,1.0,12.26,10.84,23.1,39.1,-11.28,0.0,0.0,0.0
130,3.0,105.0,41.0,2.0,1936.0,9.0,1.0,1.0,10.85,9.02,19.87,41.59,-9.18,0.0,0.0,0.0
131,4.0,140.0,11.0,9.0,1936.0,7.0,2.0,0.0,10.68,9.14,19.82,34.78,-9.53,0.0,0.0,0.0
132,5.0,57.0,47.0,11.0,1936.0,9.0,1.0,0.0,8.82,9.9,18.72,33.17,-10.66,0.0,0.0,0.0
133,6.0,158.0,55.0,0.0,1936.0,5.0,3.0,0.0,5.82,10.64,16.47,35.04,-12.67,0.0,0.0,0.0
134,7.0,2.0,41.0,4.0,1936.0,8.0,0.0,1.0,7.73,8.7,16.43,31.18,-9.3,0.0,0.0,0.0
135,8.0,228.0,35.0,5.0,1936.0,7.0,2.0,1.0,6.7,9.5,16.19,29.77,-9.43,0.0,0.0,0.0
136,9.0,156.0,24.0,8.0,1936.0,6.0,2.0,1.0,7.67,8.43,16.1,30.68,-10.36,0.0,0.0,0.0
137,10.0,187.0,24.0,6.0,1936.0,8.0,1.0,0.0,6.02,8.53,14.55,27.03,-7.48,0.0,0.0,0.0
138,11.0,204.0,45.0,16.0,1936.0,9.0,2.0,2.0,5.03,8.7,13.73,26.68,-8.47,0.0,0.0,0.0
139,12.0,154.0,55.0,7.0,1936.0,7.0,1.0,0.0,8.9,4.68,13.58,31.49,-5.14,0.0,0.0,0.0
140,13.0,120.0,24.0,20.0,1936.0,7.0,2.0,0.0,6.86,6.65,13.5,28.72,-6.12,0.0,0.0,0.0
141,14.0,216.0,35.0,0.0,1936.0,4.0,2.0,3.0,6.79,6.46,13.26,29.61,-5.57,0.0,0.0,0.0
142,15.0,9.0,45.0,18.0,1936.0,7.0,3.0,0.0,8.51,4.47,12.98,32.76,-5.59,0.0,0.0,0.0
143,16.0,167.0,24.0,10.0,1936.0,7.0,1.0,0.0,6.0,6.9,12.9,32.2,-7.02,0.0,0.0,0.0
144,17.0,244.0,24.0,12.0,1936.0,7.0,1.0,0.0,7.12,5.76,12.88,28.08,-8.24,0.0,0.0,0.0
145,18.0,58.0,24.0,14.0,1936.0,8.0,2.0,0.0,3.7,9.16,12.85,25.31,-8.9,0.0,0.0,0.0
146,19.0,50.0,24.0,13.0,1936.0,7.0,1.0,1.0,6.54,6.22,12.76,36.45,-6.61,0.0,0.0,0.0
147,20.0,200.0,41.0,17.0,1936.0,6.0,2.0,2.0,4.51,8.02,12.53,27.97,-7.95,0.0,0.0,0.0
148,21.0,68.0,24.0,15.0,1936.0,5.0,1.0,2.0,3.01,8.81,11.82,26.82,-9.71,0.0,0.0,0.0
149,22.0,12.0,41.0,0.0,1936.0,7.0,2.0,2.0,3.27,8.42,11.69,27.46,-8.73,0.0,0.0,0.0
150,23.0,134.0,41.0,0.0,1936.0,7.0,3.0,1.0,4.92,6.67,11.59,31.06,-6.65,0.0,0.0,0.0
151,24.0,11.0,24.0,0.0,1936.0,6.0,3.0,0.0,7.65,3.61,11.25,35.66,-2.95,0.0,0.0,0.0
152,25.0,147.0,47.0,0.0,1936.0,8.0,2.0,0.0,8.53,2.37,10.9,30.96,-2.13,0.0,0.0,0.0
153,26.0,173.0,55.0,0.0,1936.0,5.0,2.0,1.0,8.36,2.34,10.7,32.42,-1.16,0.0,0.0,0.0
154,27.0,172.0,24.0,0.0,1936.0,4.0,2.0,2.0,7.69,2.83,10.52,30.21,-4.63,0.0,0.0,0.0
155,28.0,220.0,40.0,0.0,1936.0,7.0,0.0,1.0,0.55,9.75,10.3,19.27,-6.8,0.0,0.0,0.0
156,29.0,139.0,24.0,18.0,1936.0,6.0,3.0,0.0,3.81,5.83,9.64,25.38,-7.2,0.0,0.0,0.0
157,30.0,79.0,41.0,0.0,1936.0,5.0,5.0,1.0,7.97,1.43,9.39,35.23,-2.99,0.0,0.0,0.0
158,31.0,203.0,45.0,0.0,1936.0,8.0,3.0,1.0,3.47,5.74,9.21,24.83,-4.84,0.0,0.0,0.0
159,32.0,211.0,41.0,0.0,1936.0,6.0,3.0,1.0,6.36,2.77,9.14,28.22,-2.52,0.0,0.0,0.0
160,33.0,131.0,24.0,0.0,1936.0,6.0,1.0,2.0,3.18,5.92,9.11,26.55,-4.31,0.0,0.0,0.0
161,34.0,94.0,55.0,0.0,1936.0,5.0,2.0,1.0,4.82,4.0,8.81,27.33,-5.03,0.0,0.0,0.0
162,35.0,231.0,35.0,0.0,1936.0,6.0,3.0,1.0,4.16,4.31,8.47,23.66,-1.6,0.0,0.0,0.0
163,36.0,73.0,24.0,0.0,1936.0,7.0,1.0,1.0,2.84,5.54,8.38,27.23,-3.24,0.0,0.0,0.0
164,37.0,26.0,35.0,0.0,1936.0,6.0,5.0,0.0,2.52,5.8,8.32,25.02,-5.16,0.0,0.0,0.0
165,38.0,219.0,40.0,0.0,1936.0,6.0,3.0,0.0,5.41,2.72,8.13,26.01,-0.15,0.0,0.0,0.0
166,39.0,55.0,24.0,0.0,1936.0,7.0,3.0,0.0,5.41,2.65,8.06,28.5,-0.89,0.0,0.0,0.0
167,40.0,182.0,24.0,0.0,1936.0,6.0,3.0,1.0,4.43,3.15,7.58,26.15,-2.0,0.0,0.0,0.0
168,41.0,215.0,35.0,0.0,1936.0,6.0,3.0,1.0,4.36,3.11,7.47,25.61,-1.19,0.0,0.0,0.0
169,42.0,222.0,24.0,0.0,1936.0,7.0,2.0,1.0,1.39,5.7,7.09,22.04,-4.25,0.0,0.0,0.0
170,43.0,212.0,30.0,0.0,1936.0,5.0,2.0,2.0,2.71,4.18,6.89,26.26,-3.49,0.0,0.0,0.0
171,44.0,75.0,41.0,0.0,1936.0,5.0,4.0,1.0,4.74,2.04,6.78,27.17,0.65,0.0,0.0,0.0
172,45.0,41.0,24.0,0.0,1936.0,6.0,3.0,0.0,3.89,2.82,6.71,30.68,-2.05,0.0,0.0,0.0
173,46.0,42.0,40.0,0.0,1936.0,4.0,3.0,0.0,4.57,2.13,6.7,24.97,-1.09,0.0,0.0,0.0
174,47.0,145.0,24.0,0.0,1936.0,5.0,3.0,1.0,4.43,1.89,6.32,29.67,2.86,0.0,0.0,0.0
175,48.0,104.0,41.0,0.0,1936.0,6.0,4.0,0.0,2.39,3.9,6.29,27.5,-2.14,0.0,0.0,0.0
176,49.0,51.0,47.0,0.0,1936.0,5.0,4.0,0.0,5.79,0.37,6.16,27.35,0.43,0.0,0.0,0.0
177,50.0,7.0,7.0,0.0,1936.0,5.0,2.0,3.0,2.02,3.97,6.0,25.78,-2.57,0.0,0.0,0.0
178,51.0,46.0,24.0,0.0,1936.0,5.0,3.0,0.0,3.52,2.47,5.99,28.53,-3.96,0.0,0.0,0.0
179,52.0,177.0,45.0,0.0,1936.0,5.0,7.0,0.0,2.16,3.83,5.99,24.49,-4.82,0.0,0.0,0.0
180,53.0,74.0,24.0,0.0,1936.0,6.0,2.0,1.0,1.23,4.63,5.86,24.89,-2.67,0.0,0.0,0.0
181,54.0,102.0,11.0,0.0,1936.0,4.0,3.0,2.0,2.9,2.86,5.76,26.01,-0.25,0.0,0.0,0.0
182,55.0,162.0,41.0,0.0,1936.0,5.0,5.0,2.0,1.6,4.12,5.72,24.89,-4.06,0.0,0.0,0.0
183,56.0,96.0,55.0,0.0,1936.0,3.0,4.0,1.0,1.44,4.24,5.68,23.19,0.01,0.0,0.0,0.0
184,57.0,54.0,40.0,0.0,1936.0,7.0,1.0,1.0,4.68,0.91,5.59,23.38,1.35,0.0,0.0,0.0
185,58.0,180.0,45.0,0.0,1936.0,5.0,4.0,1.0,-0.21,5.66,5.45,25.29,-4.96,0.0,0.0,0.0
186,59.0,136.0,11.0,0.0,1936.0,6.0,2.0,1.0,1.83,3.39,5.22,22.01,-2.72,0.0,0.0,0.0
187,60.0,118.0,24.0,0.0,1936.0,6.0,4.0,0.0,4.27,0.87,5.14,24.86,0.33,0.0,0.0,0.0
188,61.0,88.0,24.0,0.0,1936.0,7.0,2.0,1.0,0.29,4.6,4.89,23.28,-4.33,0.0,0.0,0.0
189,62.0,159.0,11.0,0.0,1936.0,3.0,3.0,3.0,-0.21,4.92,4.71,20.79,-4.45,0.0,0.0,0.0
190,63.0,196.0,35.0,0.0,1936.0,2.0,5.0,2.0,2.91,1.77,4.68,24.33,-1.97,0.0,0.0,0.0
191,64.0,202.0,45.0,0.0,1936.0,2.0,6.0,1.0,3.26,1.4,4.66,25.6,-3.24,0.0,0.0,0.0
192,65.0,29.0,24.0,0.0,1936.0,2.0,6.0,0.0,1.12,3.51,4.62,22.96,-5.71,0.0,0.0,0.0
193,66.0,86.0,24.0,0.0,1936.0,3.0,4.0,1.0,4.97,-0.55,4.42,32.78,0.35,0.0,0.0,0.0
194,67.0,15.0,45.0,0.0,1936.0,6.0,3.0,1.0,2.05,2.3,4.35,24.3,-1.04,0.0,0.0,0.0
195,68.0,199.0,24.0,0.0,1936.0,6.0,3.0,2.0,-0.29,4.21,3.91,21.43,-2.52,0.0,0.0,0.0
196,69.0,164.0,35.0,0.0,1936.0,4.0,6.0,0.0,4.48,-0.79,3.7,25.4,2.47,0.0,0.0,0.0
197,70.0,38.0,47.0,0.0,1936.0,5.0,5.0,0.0,1.02,2.45,3.47,21.7,-2.22,0.0,0.0,0.0
198,71.0,226.0,47.0,0.0,1936.0,5.0,4.0,0.0,0.73,2.23,2.96,21.93,-2.29,0.0,0.0,0.0
199,72.0,137.0,35.0,0.0,1936.0,6.0,3.0,0.0,1.34,0.96,2.29,22.03,2.93,0.0,0.0,0.0
200,73.0,92.0,55.0,0.0,1936.0,4.0,3.0,1.0,-1.02,3.23,2.21,18.97,-3.62,0.0,0.0,0.0
201,74.0,72.0,47.0,0.0,1936.0,7.0,2.0,0.0,1.55,0.54,2.09,21.51,0.75,0.0,0.0,0.0
202,75.0,221.0,41.0,0.0,1936.0,3.0,5.0,1.0,-0.96,2.16,1.2,22.35,-3.02,0.0,0.0,0.0
